,twitterid,Date,User,Tweet,source,likes,replycount,retweets
38,1517014647924273153,2022-04-21 05:37:31+00:00,Mike_Fabricant,"#Boris is to have a street named after him in #Ukraine in a tribute to Britain’s contribution to the war effort. The council of Fontanka, near Odesa, said: “The Prime Minister of the #UK is one of the most principled opponents of the Russian invasion.” 🇬🇧🇺🇦","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1583,680,306
39,1516879939999608834,2022-04-20 20:42:14+00:00,TulsenTollett,#USA too good in the final over #UK 🥇It’s been an honour to help bring #WheelChairRugby to everyone over the past couple of days @ the #InvictusGames in #TheHague &amp; as with #Athletics before that some wonderful stories &amp; performances came to light. Much love to all ✌🏼 #IG22 https://t.co/adWkV92xKo,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",378,6,97
40,1516878363679416320,2022-04-20 20:35:58+00:00,AdoptionsUk,"Please retweet to help Poppy and Lola find a home together #BOURNEMOUTH #UK 

Bonded sisters aged 7, hairless they need sunscreen in the Summer and warm coats in the Winter. They are looking for an adult home as the only pet. Please share?
DETAILS👇
https://t.co/QXfOHFUj6O
#dogs https://t.co/4dS25G7dmE","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",473,20,609
41,1516849754671652866,2022-04-20 18:42:17+00:00,TulsenTollett,So it’s the #WheelChairRugby final 🥇 coming up between #UK and #USA at #InvictusGames #IG22 in #TheHague and Prince Harry #dukeofsussex is due to be in attendance. #Australia won the Bronze Medal 🥉 beating #France 27-12.  The atmosphere is bonkers! https://t.co/FTxowijtN9,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",389,7,101
42,1516782556422844424,2022-04-20 14:15:16+00:00,nexta_tv,"The #UK is going to introduce new sanctions against #Russia this week.  It is planned to expand the ""black list"" of oligarchs and sanctions against military and defense enterprises. https://t.co/3b7wmD9ZjC","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1518,18,145
43,1516754982221258756,2022-04-20 12:25:42+00:00,Ayngaran_offl,"#BeastBlockbuster2ndWeek over worldwide. 💥 
In #UK Children are allowed.  Enjoy in Theatres 🎉🔥
@actorvijay @sunpictures @Nelsondilpkumar @anirudhofficial  @hegdepooja  @selvaraghavan
@manojdft @Nirmalcuts @anbariv @karan_ayngaran https://t.co/buO7dxzNPy","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2906,6,824
44,1516726037090082830,2022-04-20 10:30:41+00:00,Savannahbardot,Cheers London! 🇬🇧 #london #uk #cheers #willmissyou #NextDestination https://t.co/hzYncbVDFd,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1490,82,77
45,1516700320184868864,2022-04-20 08:48:29+00:00,AdoptionsUk,"Please retweet to HELP FIND THE OWNER of this stray Cocker Spaniel found in  #Semington #WILTSHIRE #UK 

FOUND April 18, female, now taken to Bath Cats and Dogs home @BathCDH 
Named “Pearl”. Microchipped.
Contact : 01225787322
She could be missing from anywhere in the UK 
#dog https://t.co/R2qRjiBYqe","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",439,13,870
46,1516508771744456705,2022-04-19 20:07:21+00:00,Savannahbardot,"You can know who a person is simply by staring into their eyes 💡#london #uk #RandomThoughts 
https://t.co/20P2InIlzJ https://t.co/2OYDsNMns1","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1467,253,110
47,1516506254381924367,2022-04-19 19:57:21+00:00,AdoptionsUk,"Please retweet, plea for information about another abandoned, very poorly dog #DAGENHAM #UK 

The rescue that have called him 'Old Boy'. He was very thirsty, covered in urine. He has kidney disease and looks starved. Do you recognise him? 💔
DETAILS
https://t.co/vctAVuIPQm
#dogs https://t.co/pGwM7UIsQp","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",486,53,832
48,1516388991968624644,2022-04-19 12:11:23+00:00,Ayngaran_offl,"A Perfect Family Entertainer.  In #UK Children are allowed. #Beast Running Successfully in Cinemas 💥  

@actorvijay @sunpictures @Nelsondilpkumar @anirudhofficial   @hegdepooja  @selvaraghavan @manojdft @Nirmalcuts @anbariv @karan_ayngaran https://t.co/80NI2UaaCn","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",3716,11,1041
49,1516352408263495681,2022-04-19 09:46:01+00:00,mithunraman,"#Beast #Unitedkingdom #UK Box-office 

6 Days: £532,614 [5.3 Cr]

Post Pandemic Biggest grosser for Kollywood crossing #Annaatthe(£187K) + #Valimai(£140K) lifetime combined.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1147,3,607
50,1516157033057243138,2022-04-18 20:49:40+00:00,AdoptionsUk,"Please retweet to help Bubba find a home #SNETTERTON #NORFOLK #UK 

Terrier Cross aged 8, super character once he trusts you. He needs an adult home as the only pet. He loves a cuddle and is affectionate ❤️😀
DETAILS or APPLY👇
https://t.co/woJ0VlgP5S…
#dogs #dogsoftwitter #pets https://t.co/WGQwpRmgUB","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",297,7,415
51,1516047115478507520,2022-04-18 13:32:53+00:00,rameshlaus,"#UK 🇬🇧 Box Office - 1st weekend: 

1. #KGFChapter2 -  £574,659 

2. #Beast - £506,209","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1606,10,170
52,1515997903185235971,2022-04-18 10:17:20+00:00,AdoptionsUk,"Please retweet to help Lina find a home #KENT #UK 

Aged 1, Lina was found in starved and beaten state. She is looking for a loving adult home as the only pet. Please share?🙏

DETAILS or APPLY👇
https://t.co/isJIm3dPz0
#dogs #DogsofTwittter #pets #animals #AdoptDontShop #Easter https://t.co/bgQV9NqJ7D","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",492,7,604
