,twitterid,Date,User,Tweet,source,likes,replycount,retweets
17,1475495511474028550,2021-12-27 15:55:17+00:00,AdoptionsUk,"Please retweet to help Sully find a home #SUSSEX #UK 

Friendly Lurcher aged 10, playful but looking for a quiet adult home as the only pet. He doesn't like being left alone, looking for a patient loving family 🍀
DETAILS
https://t.co/5SlbMQa224
#dogs #pets #Christmas #NewYear https://t.co/MEgtPkbtI8","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",260,4,372
18,1475416378404446209,2021-12-27 10:40:51+00:00,AdoptionsUk,"Please retweet to help Sky find a home #LEICESTER #ENGLAND #UK 
Very friendly #GermanShepherd aged 4, he's been returned to the shelter as his owner no longer has time for him. He's good with young children and other dogs. 
DETAILS or APPLY👇
https://t.co/7VzVjivKha
#dogs #pets https://t.co/E3Rmqd7DM7","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",287,7,434
19,1475254898606411781,2021-12-26 23:59:11+00:00,AdoptionsUk,"Please retweet to help Caleb find a home #ESSEX #ENGLAND #UK
Aged 2-5, he finds the world a scary place. He's looking for a quiet adult home as the only pet. He's been OVERLOOKED for a few years💔
DETAILS 👇
https://t.co/0SPJpKhdXh……………
#dogs #pets #animals #BoxingDay https://t.co/Ec6VHOkknh","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",265,8,448
20,1475178419977658370,2021-12-26 18:55:17+00:00,AdoptionsUk,"Please retweet to help Rikki find a home #LIVERPOOL #UK.
Poor Rikki aged 8 has been waiting in the shelter for 4 years!  He is looking for an experienced adult home as the only pet. Pleas read full details or share to help? 
DETAILS👇🌟💔
https://t.co/ODV0sl5eBY
#BoxingDay  #dogs https://t.co/19VgxMGLma","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",616,17,987
21,1475101055398596612,2021-12-26 13:47:52+00:00,AdoptionsUk,"This is from #York City Council Website  #UK

' We keep stray dogs for a statutory 7 day period, before we try to re-home them. If we're ever unable to find a suitable home, it's possible the dog may be destroyed.'

PLEASE CHECK IF YOU CAN ADOPT FROM YOUR LOCAL COUNCIL POUND? https://t.co/rQ5yb8uj7r","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",290,10,478
22,1475095579562680324,2021-12-26 13:26:06+00:00,AdoptionsUk,"Please retweet to help ROSIE find a home #WIRRAL #BIRKENHEAD #MERSEYSIDE #England 

Aged 9, loving and in the shelter through no fault of her own. She is housetrained and can be left for short periods. Best as the only pet, children 14+
DETAILS 
https://t.co/vT27drxsj6
#dogs #UK https://t.co/IJLewAbo2Z","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",275,7,444
23,1475067562606141447,2021-12-26 11:34:47+00:00,AdoptionsUk,"Please retweet to help Dasha find a home #LINCOLNSHIRE  #UK 
DETAILS or APPLY👇
https://t.co/0QBOAIJApH
#BoxingDay  #dogs #DogsofTwittter https://t.co/WNLM1EAfcH","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",368,8,543
24,1474894110691672065,2021-12-26 00:05:32+00:00,EuropeElects,"UK (GB), Focaldata poll:

MRP seat projection

CON-ECR: 237 (-128)
LAB-S&amp;D: 338 (+136)
SNP-G/EFA: 48
LDEM-RE: 11
PC-G/EFA: 1 (-3)
GREENS-G/EFA: 1

+/- vs. 2019 election

Fieldwork: 1-21 December 2021
Sample size: 24,373

➤ https://t.co/7gcpMz8djk

#UK #BorisJohnson https://t.co/KeDMb9h4JN","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",413,19,36
25,1474831068415025165,2021-12-25 19:55:02+00:00,EuropeElects,"UK (GB), Focaldata poll:

LAB-S&amp;D: 40% (+1)
CON-ECR: 32% (-8)
LDEM-RE: 10% (+4)
GREENS-G/EFA: 7% (+3)
REFORM~NI: 6% (+3)
SNP-G/EFA: 3% (-1)
PC-G/EFA: 1%

+/- vs. 29-30 Apr

Fieldwork: 1-21 December 2021
Sample size: 24,373

➤ https://t.co/Oc1WEqP3kq

#uk #BorisJohnson https://t.co/TADn7exQN5","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",348,9,31
26,1474802119358042112,2021-12-25 18:00:00+00:00,PLAION_UK,"🎮 #KOCHMAS PS5 #GIVEAWAY 🎮

To close out Kochmas, we're giving you the chance to #win a PS5 console AND a copy of the stunning @ChorusTheGame!

🎮 Like + RT
🎮 Reply with #WinPS5 and #ChorusGiveaway

#UK only. #Competition ends 11am GMT 6/1/2022. T&amp;Cs: https://t.co/d1z8yBZ3cM https://t.co/jDt0GmuPLm","<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",2057,2009,1961
27,1474706680000618496,2021-12-25 11:40:45+00:00,HazaraIntl,"Hazara Medical Physicist Patents Second Invention 

Shakrdokht Jafari, a Hazara Medical Physicist in the UK, patented her second invention, a three-dimensional (3D) radiation measurement device used for cancer treatment, in the European Union #Hazara #UK #EU https://t.co/xoOyfrGAYo","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",388,11,103
28,1474455144393625604,2021-12-24 19:01:15+00:00,AdoptionsUk,"Please retweet to help Misty find a home #YORKSHIRE #ENGLAND 
Snuggly Staffy aged 6, very affectionate but timid, looking for an adult home to build her confidence. She would like to be the only pet 😍🍀

DETAILS👇
https://t.co/XuhMVnIdMn
#dogs  #UK #DogsofTwittter #Christmas https://t.co/9OhzGvhzkp","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",364,5,502
29,1473980285717000198,2021-12-23 11:34:20+00:00,dogbus999,"Beautiful Solomon. All he wants and deserves is a warm comfy bed, good food and to be loved and cherished forever. I can't imagine what he has been through, his little body tells me it's been a very hard life. Well no more Solomon, you're safe now sweetheart. #adoptme #UK #dogbus https://t.co/Cp3U2qSCYh","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",485,12,141
30,1473795649640538123,2021-12-22 23:20:39+00:00,AdoptionsUk,"Please retweet to help Lexi and Lola find a home together #LANCASHIRE #ENGLAND 

Aged about 8and 6, mother and daughter. They would like to be the only pets and can live with children age d10+. Please share to keep them together
DETAILS👇
https://t.co/VvD6WeTbFM…
#dogs #pets #UK https://t.co/bm47Qq7ehv","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",235,5,371
31,1473726016745054208,2021-12-22 18:43:57+00:00,AdoptionsUk,"URGENT, please retweet to help Benny find a FOSTER or FOREVER HOME within 1- 2 hours of #BOURNEMOUTH #UK 
Aged 7, rescued by police when they saw his owner abusing him on the street.
Good in the car, needs an adult home as the only pet💔
DETAILS or APPLY
https://t.co/JOAI7hXbcQ https://t.co/9z7cbDhP7P","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",277,15,388
32,1473682365310554124,2021-12-22 15:50:30+00:00,AdoptionsUk,Dogs Trust have seen a 39% increase in calls from people wanting to give up their dogs since lockdown ended in the #UK. When there is no shelter space a dog can be destroyed in a council pound after just 7 days. If people keep buying pets online this misery will never end #dogs https://t.co/Apq7Dl8thY,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",397,27,500
33,1473315088241201160,2021-12-21 15:31:04+00:00,CommuneInt,"Ryan Lock was just 20 years old when he fell as a martyr fighting Daesh alongside the YPG

Original from Chichester, in the #UK, he, like many other internationalists around the world, felt the necessity to join the struggle against fascism and to defend the revolution in #Rojava https://t.co/LHswn4q9zQ","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",249,4,47
34,1473035151278055429,2021-12-20 20:58:42+00:00,moraimauy,That old English cottage.  #UK https://t.co/znIUNFiZ91,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",452,5,119
35,1472894589195497475,2021-12-20 11:40:09+00:00,AdoptionsUk,"Please retweet to help Mistletoe find a home #HAREFIELD #London #UK 
Aged 2-5, found on Christmas Eve 2020. She is sweet and affectionate and would like and adult, female home with another dog. 
DETAILS or APPLY👇
https://t.co/33Z7xGIhzO
#dogs #DogsofTwittter #pets #Christmas2021 https://t.co/oY0yJ3jHnp","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",498,14,652
36,1472893674790993922,2021-12-20 11:36:31+00:00,LukexDalgarno,Spider-Man No WHEY HOME! @Chloe___Burrows #SpiderMan #NoWayHome #loveisland #uk https://t.co/oL78Z8WTQB,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1347,8,95
37,1472843662870646784,2021-12-20 08:17:47+00:00,AdoptionsUk,"URGENT please retweet to HELP FIND ELDERLY DOG MINDIE #KENT  #UK 

MISSING DEC 14TH 2021 - she is deaf and fragile💔 
https://t.co/o1zxD4CovJ 
#dogs #DogsofTwittter #pets #England https://t.co/mADRWIJ7cE","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",211,8,501
38,1472667512198377474,2021-12-19 20:37:50+00:00,reachind_uk,"1/5
Response to @PreetKGillMP for inciting #Religious hatred in #UK 

Please note @HouseofCommons @Keir_Starmer @AnnelieseDodds 

Such is ignorance of @PreetKGillMP that she has forgotten that her forefathers were #Hindus 

@majorgauravarya @RashmiDVS @SikhMessenger @BobBlackman https://t.co/mxpqFuYrkh","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",565,54,333
39,1472506422747353093,2021-12-19 09:57:43+00:00,AdoptionsUk,"Please retweet, Facebook have banned the sales of pets on it's platform. They rely on users reporting posts. Please report any posts showing pets for sale. It is against the law for a pet to be sold away from where they were bred in the UK .  #cats #dogs #UK https://t.co/anCZZhcaUm","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",607,18,798
40,1472457872629977091,2021-12-19 06:44:48+00:00,AdoptionsUk,"Please retweet to help Bruno find a home #NEWCASTLE #Northumberland #ENGLAND 
Aged 3, #FrenchBulldog. He can live with children aged 13+ and could possibly live with another dog. Could you offer this little character a forever home? ❤️
DETAILS👇
https://t.co/ECXZaGUdhS
#dogs #UK https://t.co/pKQNHsCvf4","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",299,9,410
41,1472301269754818565,2021-12-18 20:22:31+00:00,EuropeElects,"UK (GB), Find Out Now/Electoral Calculus poll:

LAB-S&amp;D: 38% (+3)
CON-ECR: 30% (-6)
LDEM-RE: 10% (-1)
GREENS-G/EFA: 10% (+2)

+/- vs. 29 Nov-1 Dec

Fieldwork: 14-15 December 2021
Sample size: 1,017

➤ https://t.co/7gcpMz8djk

#UK #BorisJohnson https://t.co/5VI9DvquyZ","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",266,8,18
42,1472242902495600644,2021-12-18 16:30:35+00:00,AdoptionsUk,"Please retweet to help Rue find a home #EDINBURGH #SCOTLAND 🏴󠁧󠁢󠁳󠁣󠁴󠁿

Collie Cross aged 1, sensitive, he can live with children aged 12+. He can walk with other dogs but would need to be the only pet. What a smart looking lad! 😀

DETAILS👇
https://t.co/WwrBkjN6GL…
#dogs #pets #UK https://t.co/gvnMqxIYpu","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",447,16,600
43,1472223781443756040,2021-12-18 15:14:36+00:00,AdoptionsUk,"URGENT please retweet to HELP FIND ELDERLY DOG MINDIE #KENT  #UK 

MISSING DEC 14TH 2021 - she is deaf and fragile💔
https://t.co/o1zxD4CovJ 
#dogs #DogsofTwittter #pets #England https://t.co/7QNGGoFvkB","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",435,11,961
44,1472182043715018753,2021-12-18 12:28:45+00:00,dogbus999,"Dean.12 years old 😍#dogbus Rescued him off the streets of România. Dean was in a really bad way, I remember how shocking it was that hundreds of people walked past him in that day,weeks,months. No one, not 1 person stopped to help him

The good news is, Dean is home #uk #adoptme https://t.co/i71zYSpRx0","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",468,12,103
45,1471947269557657605,2021-12-17 20:55:51+00:00,AdoptionsUk,"Please retweet to help Lexi and Lola find a home together #LANCASHIRE #ENGLAND 

Aged about 8and 6, mother and daughter. They would like to be the only pets and can live with children age d10+. Please share to keep them together🍀
DETAILS👇
https://t.co/JNwk7x6L4m
#dogs #pets #UK https://t.co/8a2AgCcAaM","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",302,6,494
46,1471879736397815810,2021-12-17 16:27:30+00:00,AdoptionsUk,"Please retweet TO HELP FIND THE OWNER lurcher FOUND #NEWPORT #WALES 
Doing their 7 days at #Newport City Dogs Home.
Call the Centre on 01633 290902 proof of ownership is required 
•If not claimed, after 7 days they will move into the ownership of pound #dogs #DogsofTwittter #UK https://t.co/pZAjMXLDsi","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",453,11,816
47,1471812429654810626,2021-12-17 12:00:02+00:00,PLAION_UK,"☢️ #KOCHMAS #GIVEAWAY DAY 17 ☢️

#Win #MetroExodus Complete Edition on PS5/XSX + a rare steelbook. We've got four up for grabs, simply...

☢️ Follow us
☢️ Like + RT this Tweet
☢️ Reply with your platform

#UK only. #Competition ends 11am GMT 18/12. T&amp;Cs: https://t.co/d1z8yBZ3cM https://t.co/6a70KUw1Pm","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",731,701,727
48,1471799882944024576,2021-12-17 11:10:11+00:00,pushsquare,UK Sales Charts: Marvel's Spider-Man: Miles Morales Crawls Back into Top 10 https://t.co/P7GHgoBFJm #UK #Sales #Charts #PS5 #PS4,"<a href=""https://hookshot.media"" rel=""nofollow"">Hookshot CMS</a>",470,8,45
49,1471793272972627970,2021-12-17 10:43:55+00:00,Juergen_Maier,"Spending some time in #Germany, who are now regularly boost #vaccinating more than 1 million people per day.

And I have not once heard world class or better than #UK. Mostly just thankful to be living in a sensible country. https://t.co/REbrql8RTy","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",272,12,65
50,1471603883508215818,2021-12-16 22:11:21+00:00,AdoptionsUk,"Please retweet, does anyone have any information about this poor dog found DEC 8 21 #Darlington #CountyDurham  #England 
She looks like she has been used for fighting? 💔
INFO OR CONTACT👇
https://t.co/nn9CtuLPPh
#dogs #DogsofTwittter #pets #UK https://t.co/DMoxqGFNS4","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",418,46,780
51,1471590007144128521,2021-12-16 21:16:13+00:00,AdoptionsUk,"Please retweet to help Minnie find a home - can re home nationally #UK 
Rottweiler aged about 3, suffered terrible neglect, needing lots of TLC. Please contact the rescue directly for more information. Read their conditions before applying
https://t.co/3wX2avJ3Yq…
#Rottweiler https://t.co/9SFRYoyqGk","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",405,17,624
52,1471509730329722892,2021-12-16 15:57:13+00:00,AdoptionsUk,"Please retweet to help Bella find a home #Manchester #ENGLAND 
Aged 9, 22kg, Bella is a little nervous so looking for a quiet adult home. She gets on well with other dogs. Please share let's find her the home she deserves? 
DETAILS
https://t.co/fucJx5EHWR
#dogs #pets #animals #UK https://t.co/LQqSwuXAx7","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",224,9,378
53,1471506003409575944,2021-12-16 15:42:25+00:00,rameshlaus,"At the #UK Box office, #SpiderManNoWayHome beats the opening of #NoTimeToDie 

$10 Million.. Beating $6.4 Million..","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1343,1,119
54,1471201726782971906,2021-12-15 19:33:19+00:00,AdoptionsUk,"Please retweet, with many rescue shelters full, I would like to see council pounds allowing the public to apply for animals that are otherwise destined to be destroyed after 7 days.  
Has anyone adopted from a council pound recently if so which one please? #cats #dogs #UK https://t.co/bIGAF03WM3","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",403,8,602
55,1471199805028409345,2021-12-15 19:25:41+00:00,AdoptionsUk,"URGENT, please retweet to help Tigger find a home #YORKSHIRE #ENGLAND 
Aged 13, still likes to play and have a walk down a country lane. He's desperate for a quiet home for his retirement. Please contact the shelter for more details or to apply
https://t.co/XuhMVnqCUP
#dogs #UK https://t.co/yFsKXSe0yX","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",509,14,719
56,1471166998994427907,2021-12-15 17:15:20+00:00,AdoptionsUk,"Please retweet to help Snow White find a home #MANCHESTER #ENGLAND 
Aged 10 months, found as a stray. She gets on well with other dogs. Please contact the shelter directly for more information or to apply
DETAILS👇
https://t.co/fucJx5n75j
#dogs #DogsofTwittter #pets #UK https://t.co/QlKjckZUsu","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",231,7,377
57,1471110258877681673,2021-12-15 13:29:52+00:00,AdoptionsUk,"Please retweet to help Cody find a home #KENT #UK 
Aged 8, stressed in kennels. She is used to being in a loving home. She would like a quiet adult family as the only pet. She's very affectionate and will make a lovely companion.
DETAILS👇 
https://t.co/isJIm3dPz0
#dogs #England https://t.co/aYHOiAWn0p","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",338,6,465
58,1471065338611699714,2021-12-15 10:31:22+00:00,PPaulCharles,So now we know that red lists and hotel quarantines don’t stop variants spreading in the #UK - as they haven’t anywhere in the world - surely Ministers can confirm they don’t need to roll out such a policy again? #Omicron @ThePCAgency,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",354,16,39
59,1471034080380731392,2021-12-15 08:27:09+00:00,AdoptionsUk,"Please retweet to help Rue find a home #EDINBURGH #SCOTLAND 🏴󠁧󠁢󠁳󠁣󠁴󠁿

Collie Cross aged 1, sensitive, he can live with children aged 12+. He can walk with other dogs but would need to be the only pet. What a smart looking lad! 😍🍀

DETAILS👇
https://t.co/eM41oGwcvG
#dogs #pets #UK https://t.co/NYKa4uxnHP","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",319,9,415
60,1470847563985268748,2021-12-14 20:06:00+00:00,AddictScrabble,"Why are so many people on Twitter paranoid? 😩
Look at other countries.
#uk is much more liberal.
Get real.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",293,35,45
61,1470752229904863238,2021-12-14 13:47:11+00:00,LinaAlhathloul,"She ran away from her abusive family, applied for asylum in the #UK then withdrew it to come back to #Qatar believing the promises of her government that she'll be protected. They handed her over to her family instead. Human rights defender Noof AlMaadeed is reportedly murdered. https://t.co/LqtowFodwd","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",990,43,511
62,1470707544876322824,2021-12-14 10:49:37+00:00,ZainaErhaim,"She ran away from her abusive family, applied for asylum in the #UK then withdrew it to come back to #Qatar believing the promises of her government that she'll be protected. They handed her over to her family instead. Human rights defender Noof AlMaadeed is reportedly murdered. https://t.co/2ALlZhpP4l","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",769,19,695
63,1470517855913394187,2021-12-13 22:15:52+00:00,AdoptionsUk,"Please retweet to help Angel and Logan find a home together #LANCASHIRE #ENGLAND 
Bonded pair aged 3 and 4, Logan has a lovely singing voice. They can live with CHILDREN aged 7+ and they get on well with other dogs. 

DETAILS or APPLY👇
https://t.co/LDlfdHlcmi
#dogs #Huskies #UK https://t.co/vPn8xStg3R","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",251,3,370
64,1470448843833679875,2021-12-13 17:41:38+00:00,AdoptionsUk,"Please retweet to help Minnie find a home - can re home nationally #UK 
Rottweiler aged about 3, suffered terrible neglect, needing lots of TLC. Please contact the rescue directly for more information. Read their conditions before applying👇
https://t.co/UnrQhS52lh
#Rottweiler https://t.co/nFQWsTKpnn","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",320,20,492
65,1470376477220818947,2021-12-13 12:54:05+00:00,AdoptionsUk,"Please retweet to help Otis find a home #Leicester #ENGLAND 
Super friendly #DogueDeBordeaux aged 8. He can live with teens and although ok to say hello to other dogs he would rather be the only pet. Could you offer this lovely gently giant a home?

https://t.co/5Ow4aCGNpw…
#UK https://t.co/wD40qAqL7f","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",288,13,409
