,twitterid,Date,User,Tweet,source,likes,replycount,retweets
130,1406651421982867467,2021-06-20 16:33:27+00:00,AdoptionsUk,"Please retweet to help Susie find a home #Cambridgeshire #UK 
Aged 10, affectionate, previous attack means she is nervous around other dogs. She can live with children aged 7+ and needs a fenced garden. ✅
DETAILS or APPLY 👇👀
https://t.co/tuhSarKBCa
#dogs #pets  #England https://t.co/Z3or3UYM03","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",223,2,327
131,1406334020699426820,2021-06-19 19:32:13+00:00,AdoptionsUk,"Please retweet to help Coral find a home #Bath #England 

Lovely Lurcher aged 4, been over looked for over a year, she's cuddly and funny, loves toys and tennis balls, best in an adult home as the only pet, please share? ❤️
DETAILS or APPLY👇
https://t.co/2GhXnM3wR5
#dogs #UK https://t.co/5MRY2v6kF3","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",311,9,477
132,1406313096575172610,2021-06-19 18:09:04+00:00,AdoptionsUk,"Please sign and retweet (takes seconds) to ask the government in the UK to regulate all websites that sell animals. Tighter laws are needed to stop scam breeders✍️👇
https://t.co/287BQJ1kHs
#dogs #dogsoftwitter #UK https://t.co/Qjz2VXIthy","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",315,14,344
133,1406197621992140804,2021-06-19 10:30:13+00:00,AdoptionsUk,"Please retweet to help find the owner of this stray dog found in #HARROW #London June 13th 2021
Described as a female 'very old dog' now with Harrow Council Pound Tel 03444828300 Ref LBH ICS 1052790
INFO👇
https://t.co/UUUz8P3mK9
#dogs #England #UK https://t.co/HKx76SIZJG","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",220,10,404
134,1405909224186601475,2021-06-18 15:24:14+00:00,PPaulCharles,"How embarrassing for the #UK. Our near-neighbours open up their borders for vaccinated #US citizens. The #UK falls further behind #Europe. 

https://t.co/fZkikMtOTz","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",572,96,88
135,1405598625791721476,2021-06-17 18:50:01+00:00,AdoptionsUk,"Please retweet to help find the owner of this stray dog found in #HARROW #London June 13th 2021
Described as a female 'very old dog' now with Harrow Council Pound Tel 03444828300 Ref LBH ICS 1052790
INFO👇❤️
https://t.co/UUUz8P3mK9
#dogs #England #UK https://t.co/QUMVH92x5s","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",291,13,521
136,1405225737041371147,2021-06-16 18:08:18+00:00,DaveSpherical,Just a weird looking lovely #robin sun bathing. #TwitterNatureCommunity #birds #lincolnshire #TwitterFriends #NaturePhotography #sonyalpha #detail #sharp #iconic #uk https://t.co/hgp1V2DKBQ,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",366,4,37
137,1404746597339172868,2021-06-15 10:24:22+00:00,AdoptionsUk,"Please retweet to help Dido and Athena find a home together #Loughborough #UK 

Bonded since birth, aged 3 ,Terrier Cross can live with teens aged 15+ as only dog but could live with a cat, see details or apply here❤️😻👇
https://t.co/mNm2NmfIKT
#dogs #dogsoftwitter #pets https://t.co/YTeUw0sgAY","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",322,6,487
138,1404458340105785349,2021-06-14 15:18:56+00:00,AdoptionsUk,"Special appeal, please retweet to help Danny Boy find a home #Kent #UK 

Terrier aged 10 due to abuse looking for an adult, single, female home. He has a very sad story and will need anyone that can offer a home to visit him multiple times before adoption
https://t.co/0Q9a4kDRdc https://t.co/YGymqo18qb","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",337,21,488
139,1404378084191707136,2021-06-14 10:00:02+00:00,pushsquare,UK Sales Charts: Ratchet &amp; Clank: Rift Apart the Next Insomniac Game to Take Top Spot https://t.co/UIUs7KGs37 #UK #Sales #Charts #PS5 #PS4 https://t.co/bXiWW7Prl2,"<a href=""https://hookshot.media"" rel=""nofollow"">Hookshot CMS</a>",475,6,47
140,1404330230328791043,2021-06-14 06:49:52+00:00,penninevale,#r4today  #Johnson's desperation for any sort of trade deal with #India led him to postpone restrictions on people coming to #UK. This has resulted in the #DeltaVariant. Yet another massive mistake by this disastrous extremist Govt. #JohnsonVariant #ToryLiars #RejoinEU,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",430,14,188
141,1404197874477551619,2021-06-13 22:03:56+00:00,AdoptionsUk,"Please retweet to help Ella find a home #Canterbury #UK 

Clever Staffy Cross aged 11, can be left 1-2 hours, looking for an adult home and best as only pet, please see details or share as she shouldn't be in a shelter 💔
APPLY👇
https://t.co/ER4DuHWnRn
#dogs #dogsoftwitter #pets https://t.co/klaCOJLIAd","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",242,9,367
142,1404172142997082117,2021-06-13 20:21:41+00:00,MarkHennessy,The full Macron answer - not the abbreviated versions being carried on UK media - is worth watching #brexit #uk #ireland #macron https://t.co/0muYiPZ4Ym,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",274,7,82
143,1404106783828885511,2021-06-13 16:01:58+00:00,AdoptionsUk,"Please sign and retweet (takes seconds) to ask the government in the UK to regulate all websites that sell animals. Tighter laws are needed to stop scam breeders✍️👇
https://t.co/287BQJ1kHs
#dogs #dogsoftwitter #UK https://t.co/EGACnvcxUr","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",328,14,369
144,1404054635120414721,2021-06-13 12:34:45+00:00,Mike_Fabricant,For the French President to show his ignorance in claiming Northern Ireland is not a part of the #UK would be like claiming offshore #Corsica is not a part of #France. https://t.co/qOyJCntxgV,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",418,44,79
145,1403974283722989568,2021-06-13 07:15:28+00:00,AdoptionsUk,"Please retweet, appeal for information re 2 male Standard Poodles found in Rhondda Cynon Taff #Wales  
Underweight, matted hair so severe they couldn't tell what sex the dogs were, eye infection, covered in dirt contact @HopeRescue with info 01443226659
#dogs #poodles #Sunday #UK https://t.co/wHV3YIe9Ke","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",232,26,458
146,1403835985138491395,2021-06-12 22:05:55+00:00,DiLarfing,"'Numpty Dumpty had a great fall.'
#LiarJohnson gets called out by world leaders for not keeping his word. #UK press must do the same. Time to pile on and run this #Brexit charlatan out of Downing Street &amp; out of town. #BorisTheLiar #G7
#ChristianEriksen
https://t.co/VjlhkndB3M","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",283,8,111
147,1403779315133825030,2021-06-12 18:20:44+00:00,AdoptionsUk,"Please retweet to help Bud find a home #ESSEX 

Lab aged 7, looking for a rural adult home with someone who as experience of resource guarding. Bud has some arthritis, needs a secure garden, could you have a special home for him?👇❤️
https://t.co/BPs9nnWSZR
#dogs #labrador #UK https://t.co/MSLDRTDjjE","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",243,10,382
148,1403718342976937991,2021-06-12 14:18:27+00:00,AdoptionsUk,"Please retweet to help Bear find a home #SUFFOLK #UK 

Aged 9, a gentle giant looking for a calm adult home as only pet, he has some arthritis, could you offer him the forever home he deserves? 👇❤️
https://t.co/zv0EMDmVT9
#dogs #pets #England https://t.co/Kps1XePXmK","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",266,2,397
149,1403692482253180928,2021-06-12 12:35:41+00:00,AdoptionsUk,"Please  retweet to help Harvey find a home #Worcestershire #UK 
Old English Mastiff aged 1-2, a big softie, enjoys cuddles, could live with another large, playful dog in an adult home away from traffic ❤️🐶
DETAILS👇
https://t.co/wMwHmuyEw2
#dogs #dogsoftwitter  #England #Mastiff https://t.co/2Rp7eudqMj","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",198,3,304
150,1403680456495833093,2021-06-12 11:47:54+00:00,PPaulCharles,"480 jobs now at risk as #StobartAir ceases trading and seeks a liquidator. Not one word of regret, or any comment, so far from Ministers yet its regional routes connected the #UK. How many airlines have to go under before @BorisJohnson realises he’s tearing the fabric of travel?","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1054,149,257
151,1403622058752462849,2021-06-12 07:55:51+00:00,XrpYoda,Off cam vs on cam... it’s all bullshit #uk https://t.co/3keIPXtNXP,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",853,34,167
152,1403535860348469248,2021-06-12 02:13:20+00:00,bcarrz,She’s definitely MUCH happier meeting a Real American President and First Lady!!! Long live Queen Elizabeth II!!! #QueenElizabeth #G7Summit #PresidentBiden #UK https://t.co/JFNbw9C3No,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",318,25,59
153,1403004573795504135,2021-06-10 15:02:11+00:00,AdoptionsUk,"Please retweet to help Roy find a home #Hull #UK  

Affectionate American Bulldog aged 1. Active, can live with children aged 14+ just due to his size and potentially with another similar dog
DETAILS👇❤️✅
https://t.co/prWbnpkFf4
#dogs #dogsoftwitter https://t.co/s5bwmwrn6Z","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",277,11,365
154,1403002592704167937,2021-06-10 14:54:19+00:00,AdoptionsUk,"Please retweet, calling all Westie lovers to help find a home for Jay #Chester #UK 

Westie aged 9, suffering with skin allergies but now well managed, can live with children aged 11+ possibly a calm female dog or as only pet, please read full details 👇🍀
https://t.co/K46nVtm29P https://t.co/uEvk9GRZz1","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",236,7,314
155,1402953573105909765,2021-06-10 11:39:32+00:00,DaveSpherical,The #female #kingfisher with a full #wingspan leaving the water #fishing #bird #birds #TwitterNatureCommunity #twitter #GreatBritain #uk #wildlife #nature #action #flight #lincolnshire #SonyAlpha #fast #lincsconnect #BBCCountryfileMagPOTD #fish #speed #British #colours #blues https://t.co/0i9wxdZ6wT,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",797,13,119
156,1402558589739352064,2021-06-09 09:30:00+00:00,DEAcampaign,"Julian Assange has been a remand prisoner for over 550 days when the guidelines state nobody in the #UK should be kept on remand for more than 180 days.
#FreeAssangeNOW 
#G7 #G7Summit #G7UK","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",652,13,534
157,1402476347650236417,2021-06-09 04:03:12+00:00,ArchaeoNomad,"(11/n)
Finally, getting to the #UK taught me my self worth. That I was valuable. I met really kind people there, who were in my class, my landlords, my friends families and professors. UK was liberating and it healed me to a great extent. For which I will remain grateful.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",275,3,11
158,1402414146440908800,2021-06-08 23:56:02+00:00,AdoptionsUk,Please retweet to help Bobby find a home #Wiltshire #UK https://t.co/vWKnf58sqX,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",231,9,334
159,1402370359857487881,2021-06-08 21:02:03+00:00,rubiaabrar,"Oh boy , did the #sun shine today or what ! 

#HotWeather 
#summertime 
#UK https://t.co/3SWLyQLFso","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",238,26,4
160,1402304450967097356,2021-06-08 16:40:09+00:00,AdoptionsUk,"Please retweet to help Kai find a home #Nottinghamshire 

German Shepherd aged 17 months, can live with older children as only pet, though is learning to walk out with other dogs, needs someone with experience to build his confidence ❤️DETAILS👇
https://t.co/hJFd7H66Bx
#dogs #UK https://t.co/OkHZohP0oH","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",253,15,375
161,1402208645035675652,2021-06-08 10:19:27+00:00,rameshlaus,"#UK Prime Minister feels the suspension of English Cricketer #OllieRobinson is too harsh.. 

Since he has posted the tweets nearly a decade ago, as a Teenager and apologized for it..","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1994,3,120
162,1402002118698012672,2021-06-07 20:38:47+00:00,PPaulCharles,"Good to see strong political leadership - #Chicago to fully reopen this Friday, three weeks ahead of schedule and with 40% of its citizens fully-jabbed. Our #UK leaders have lost their competitive vaccine advantage. @ThePCAgency 

https://t.co/mfhzOxe9Yt","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",323,17,27
163,1401934324346273796,2021-06-07 16:09:24+00:00,troubleshade,Never say the problem with Meghan isn't about racism when both her children were welcomed with racial slurs within hours of being announced their births #Racism #UK,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",745,12,170
164,1401910463680581639,2021-06-07 14:34:35+00:00,AnasMallick,"Just In: PM @ImranKhanPTI speaks to British PM @BorisJohnson, discuss regional peace, Afghanistan, covid19 pandemic cooperation, Climate change and others - British PM also invites PM Khan to visit the UK. #Pakistan #UK","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",605,6,102
165,1401903756506189829,2021-06-07 14:07:56+00:00,AdoptionsUk,"Please retweet to help Chevy find a home #INVERNESS #SCOTLAND 🏴󠁧󠁢󠁳󠁣󠁴󠁿
Aged 2, Boxer Cross looking for an experienced adult home as only pet, he's clever, good on the lead, would like a garden and someone with time for him, see details❤️
https://t.co/DDMCgsi3B3
#dogs #BankHoliday #UK https://t.co/p8dJTOChOT","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",262,6,431
166,1401841397473460227,2021-06-07 10:00:08+00:00,DaveSpherical,"This baby is on a #mission #reflection #eyes #fluffy #duckling #sleaford #wildlife #birdlovers #TwitterNatureCommunity #TwitterFriends #cuteness #ladies #FolloMe #bird #duck #GreatBritain #uk #Europe #BBCCountryfileMagPOTD
@looknorthBBC #Eyecontact #SonyAlpha https://t.co/ldQijtccOq","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1166,18,120
167,1401804081342124032,2021-06-07 07:31:51+00:00,Hiwaosman,Not sure why did the @USConGenErbil &amp; @ukinerbil rush into condemming the “PKK attack” on the Peahmerga forces? The PKK is saying that they did not do it and they welcome any investigation into the attack. Are the #USA &amp; #UK trying to encourage the Kurds to fight each other? https://t.co/xz018ZU43P,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",351,27,122
168,1401787395251466246,2021-06-07 06:25:33+00:00,taran_adarsh,"While cinemas in #UAE-#GCC, #Australia and #NZ are back to business, #UK is slowly recovering after a disastrous year due to pandemic... Ditto for #Germany... The forthcoming biggies [#BlackWidow, #F9] should only stabilize and strengthen the biz. #CinemasAreBack #OverseasBO https://t.co/jDvRXatHLF","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2384,21,117
169,1401625130250407943,2021-06-06 19:40:46+00:00,AdoptionsUk,Please retweet to help Stevie find a palliative care home #NOTTINGHAMSHIRE  #UK  #dogs https://t.co/Knyx22ebg1,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",358,23,590
170,1401620966854250503,2021-06-06 19:24:14+00:00,royalwhisper,Not one California media outlet leak. Not one friend leak. Not one staff leak.  Not one leak. Speaks volumes about where all leaks were coming from over the years #UK!,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",998,16,181
171,1401527027363106820,2021-06-06 13:10:57+00:00,AdoptionsUk,"Please retweet to help Smurf find a home #ESSEX #UK 
#dogs #dogsoftwitter  #AdoptDontShop  🍀🍀🍀 https://t.co/7IDkwYElme","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",220,8,339
172,1401494142958686214,2021-06-06 11:00:16+00:00,YasMohammedxx,"“We disguised our political demands 
behind religion and multiculturalism. We deliberately labeled any objection to our demands as racism.”

~ @MaajidNawaz in his book Radical, describing tactics used by Islamists in the #UK","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",380,9,104
173,1401465577412214786,2021-06-06 09:06:46+00:00,AdoptionsUk,"Please retweet, if you looking to adopt please check @BathCDH  #BATH 
They may be able to re home to other regions and have some wonderful dogs that have been waiting for over a year 💔 Coral, Nora, Rex, Dahlia 
DETAILS👇
https://t.co/cJId6JAWpD
#dogs #England #Wales #UK https://t.co/qmlnuHNCfv","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",209,10,340
174,1401336678443372550,2021-06-06 00:34:34+00:00,Bonn1eGreer,"To my late dad &amp; all  #AfricanAmerican soldiers who fought in #WW2-stationed here in  #England- so that the #UK &amp; #Europe could maintain a freedom that my dad &amp; his mates  did not have in the #USA.
""It is held that valor is the chiefest virtue""-
#ShakespeareSunday 
#DDay77
#DDay https://t.co/00b8fEStwt","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",758,12,155
175,1401070559841161216,2021-06-05 06:57:06+00:00,InsafPK,"First time  ever in the history, Pakistan is hosting #WorldEnvironmentDay in which PM @ImranKhanPTI would be addressing in the presence of other keynote speakers Mr. Xi Jinping #China and Borris Johnson #UK.

What a day turning out to be! https://t.co/3Bu1KYBzbG","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",851,7,241
176,1401040116622168065,2021-06-05 04:56:08+00:00,AdoptionsUk,Please retweet to help Nina find a home #BERKSHIRE #UK https://t.co/xN7U5U6n8c,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",220,7,360
177,1400918508603576321,2021-06-04 20:52:54+00:00,AdoptionsUk,"Urgent, please retweet to help Barney find a home #Nottinghamshire #UK 

AGED 14 desperate for a comfy bed, some cuddles and gentle walks, he's partially deaf, he can live with children aged 14+ as only pet, would like a garden please share 
APPLY👇
https://t.co/Z8pS2J1VK4
#dogs https://t.co/td2uc4c9NQ","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",512,19,683
178,1400904614346727424,2021-06-04 19:57:42+00:00,org_scp,"""Speaking at the #G7Summit, Health Secretary @MattHancock said that vaccinating children in the #UK to prevent them from passing on the virus was a priority"". 

You're already in enough trouble with #Midazolam #WeNeedToTalkAboutMidazolam &amp; all else.

Stay away from children. https://t.co/lfD3ETVuvX","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",701,115,362
179,1400832614710263813,2021-06-04 15:11:36+00:00,AdoptionsUk,"Please retweet to help Bob find a home #BIRMINGHAM #UK 
221 adopters have walked past him.. UK's 'loneliest dog' needs a new home after 775 days in rescue kennels 
DETAILS👇
https://t.co/ICBxl2j9y5 
#dogs #pets #England #RSPCA https://t.co/zWcHQemoFT","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",372,14,594
180,1400823623774994437,2021-06-04 14:35:52+00:00,Hideki_Naganuma,Interesting fact: 56% of my followers are in USA. But no game developers in USA requested me jobs. It’s always European game developers. #UK🇬🇧#France🇫🇷 #Netherlands🇳🇱,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1043,39,50
181,1400798990258614274,2021-06-04 12:57:59+00:00,ALONESTAR1,Big ups everyone supporting the reggae vaccine album from @contractor4 &amp; @JulianMarley  @ALONESTAR1 #Uk x  @edsheeran #EdSheeran &amp; @shattawalegh #Shattawale #Ghana  #Dream remix is number 3 in USA 🇺🇸&amp; number 9 in Uk 🇬🇧 we lit 🔥 big ups Ghana 🇬🇭 Africa I love u 🙌🏼👊🏼❤️🔥 https://t.co/IcH19fMAt9,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",331,8,94
182,1400747267838119937,2021-06-04 09:32:27+00:00,wallacemick,The #US #UK #France bombed #Syria in 2018 on premise that their was a Chemical Attack in #Douma despite OPCW Investigators saying their was no evidence -They didn't need that. I put it to #EU Commissioner @JanezLenarcic + he told us about OPCW winning Nobel Peace Prize in 2013..? https://t.co/EqzXNlPwWE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",788,41,295
183,1400710805461549062,2021-06-04 07:07:34+00:00,MdShami11,"Southampton #teamindia #mshami11 
#saddapunjab #india #uk https://t.co/uDRPpfMF3F","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",18985,142,299
184,1400535706662023177,2021-06-03 19:31:47+00:00,AdoptionsUk,"Urgent please retweet to help Kenny find a home #Lincolnshire  #UK   

Aged 14, Kenny's reservation has fallen through. He's looking for a quiet, adult home in a rural location where someone has time to be around for him,  he shouldn't be in a shelter 💔
https://t.co/Z8pS2J1VK4 https://t.co/tss1LBbtOA","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",329,12,467
185,1400499764903530505,2021-06-03 17:08:58+00:00,Sjopinion10,"We in the #uk have the greatest sports fans in the world #barmyarmy 

Once went to Madison Square garden to watch Lewis v Holyfield ... 

Yanks had no idea what to do with 4,000 Brits 😂

Screaming At Don king “who ate all the pies” https://t.co/sUd43iITJK","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2062,67,230
